s11,s22,s33,s12,s13,s23,Type
0.19704459039838915,0.6811679625242271,0.4153476901776548,-0.2942488321043794,-0.43351046192120296,-0.0024181249356709468,v
-0.39232120163363005,-0.41497361363557694,-0.1623010721550167,-0.06316881203372338,-0.311675038415557,-0.46114740243099595,v
-0.07517864721320729,0.1565915386372859,0.7381112317298748,-0.31730301978691494,-0.03141598381249446,0.23681905773984163,v
-0.42200326339206584,0.3879598760222988,0.19914665186501612,-0.12131403848889809,0.14418014708756507,0.3438781098810103,v
0.06571836796667674,0.4303058447803995,0.7999322874388216,0.1630407472725529,-0.0381277304484187,-0.412893724068553,v
0.4981599881107652,0.03388122037548332,-0.24788019677654727,-0.042327745542867695,-0.4282921939507279,-0.0787725989862861,v
0.10483607690331424,0.3269499392108184,-0.6086781552382127,-0.03374034581679382,-0.2484677298451393,-0.17747150359432726,v
-0.05632875876852941,-0.1630194042189298,-0.12623839923852842,-0.2580114811678764,-0.511715334703781,-0.04456177420955822,v
-0.12594136720759588,0.4237908031352035,-0.37493232743013466,-0.11947303975091272,-0.23505779236928173,-0.31119727221137533,v
-0.4801723975019072,-0.3509283524668924,0.09119462273484794,-0.40872425190448486,-0.2311217615351205,0.15184496107433137,v
-0.11231059745733395,0.10872984105514197,0.19370647817508627,0.20340266947616023,-0.4699920031819787,0.2145576055234405,v
-0.3421620198001207,-0.20571826584980707,-0.45860140815295225,-0.4220946064001251,0.3435326844830306,0.1453332074596705,v
-0.025752953832034898,0.06820215252557447,-0.30098774687485486,0.4230167853227843,-0.2624896573478306,0.22061325422144937,v
-0.1568826250846752,0.13314717404088267,-0.5451583214147419,0.3861301252678057,0.006101914145485996,0.2614683631547365,v
-0.13545033070379134,-0.4825745290990943,0.06839199609206952,-0.046164548497893206,0.27338510989494524,-0.42299659511745497,v
0.7107960588592607,0.01829441797771895,-0.2571862276791262,0.27734008968216783,0.08738840731601567,0.008410650976047084,v
0.027555743129510077,0.052336777532126906,-0.29889849965236215,0.22625765104403953,-0.16391515901290948,0.4657012613951548,v
0.28348108940328726,-0.22720523487426378,0.1455043799087749,0.27817739754887205,-0.28641060098784776,-0.32279451234950735,v
0.09988206552190963,0.21772587559501236,0.29290656869157056,-0.04716235081299063,0.4020474817991935,-0.3999699463915875,v
-0.28787631245660406,-0.06415156719820116,-0.08679127458715584,-0.4792049143247559,0.19722352578381705,0.22289249672981587,v
-0.4590746243083967,-0.012761327299441785,-0.09563205739058483,-0.04148748469330979,0.42720892383084935,0.3046624727112261,v
0.05804042122810572,0.208633769191858,-0.21171673930172302,-0.20197871849777208,0.11014616917116543,-0.4848324143748899,v
-0.13264723029055112,-0.40232011829383507,-0.10490548718954684,-0.48579452773512394,-0.07434461941976482,-0.2546225698139574,v
0.4695636034490978,0.35004804462456524,-0.5221854613288092,-0.11458910363749691,-0.0280065865295381,-0.16214815876619051,v
0.6578962017033364,-0.276793226639407,0.11550308365036294,-0.22348013206231837,-0.12431295793731435,-0.21838231988470463,v
0.3878479324784735,0.18686920861301506,-0.060476820496561924,-0.49266212981821755,0.19701639949173308,0.03717672322066504,v
0.48449162958851705,-0.0021919825775327164,0.21815501958010014,0.024935107365041058,0.11801291195093641,-0.5093040037581866,v
-0.0328005737873912,-0.23607174369779893,0.48235254977516057,0.1075652316075793,-0.13388430497010695,0.40835495282008333,v
