s11,s22,s33,s12,s13,s23,Type
-0.04627125100323347,0.6686639311070964,0.09206933779324043,0.4322321161449916,-0.05025712730314467,-0.022437272944572376,v
0.17257599844014843,0.18867912709784396,-0.025838898306582953,-0.541105000895462,-0.038174612811873974,0.15662909848650833,v
0.0075560404819530235,0.14668337969436385,0.0869721266470178,-0.46140125837889634,0.28385409790819405,-0.1865149064474417,v
-0.25055692501533,0.2952106916506977,-0.36547886498770693,0.13075992894798855,-0.4275126429826983,-0.09367856105150252,v
-0.2237406614376789,-0.27674828385711375,-0.4891121076291902,-0.02703156136166419,0.07268260626691365,0.5547011850524839,v
-0.2014308564799147,0.01850064169030141,0.7748435003575688,0.13754323050844705,0.16944935806746397,0.15211545295363,v
-0.4448646186530352,-0.06366637195429022,-0.5585185413793005,0.22482769521402057,0.44381860964438014,-0.13802663627252923,v
0.5052869520442282,-0.3213727798582587,-0.3415232911256326,0.15837353178871513,-0.23380192204220254,-0.14230355265916192,v
0.46821003878909834,-0.4201270569539819,-0.12161269878934061,-0.05052435105826356,0.16317018882039422,0.3156074536792039,v
-0.018489278606968886,-0.21399047005511124,0.18030938130397908,0.5133031491974686,0.14644045093035463,0.100079161725481,v
-0.13862583412908921,-0.09303578977743732,-0.5128186438707742,0.22781839199826814,-0.05011043166915832,0.47528445749545856,v
-0.37905935817616965,0.49871326763609286,-0.11330048073046119,-0.2233856455320234,-0.17659282101546253,-0.22260579838681943,v
-0.5304902146238214,0.16240402793263536,0.19669287326490134,0.32478910673324496,0.17915802471591777,0.16663491822259563,v
-0.5648724222725875,0.0616226326786344,-0.38136804249255607,-0.09392173392173879,0.47000959703389567,0.010842926885911994,v
-0.9031101075939751,-0.34607967920007077,-0.19609466217128685,-0.07797264617606021,0.32411963669589167,0.28913782929189435,v
0.3833724175928281,0.10965985730655234,-0.1393047522108079,-0.17072814693003838,0.20397871310075627,0.4408725216885893,v
0.4138183046438321,0.024953133401260912,0.07857894170213393,0.3959068904318803,-0.2896838617038409,0.21886177585372266,v
-0.16548588099146075,0.3347339203267409,0.29526944311652836,0.34543342250860376,0.3237681052945873,0.17654525840147853,v
-0.5202955311626389,0.2516168772221513,0.4555255785869126,0.24275777471266977,-0.05824459529211938,0.07979032340586015,v
0.17676175579627526,-0.46800612207902687,0.30972013487897104,0.2530644359158913,-0.060068925141708994,0.30459025104079723,v
0.3043222210106218,-0.26588506761304764,0.38461822974944204,0.2657945536586103,0.26312417983241776,0.26082851783812516,v
0.36367715682840296,0.0003306761556949227,-0.37328444410424777,0.26085667514821237,0.06765671689544556,-0.35310441872388265,v
0.47954685431723276,0.22906694648139184,-0.08472604185418792,-0.4290739925393741,-0.22839747583557046,0.1331546349338867,v
-0.09627117276489477,-0.4921266241594686,0.09969383384119011,-0.059296017691474905,-0.15039346253307997,-0.46501992013300236,v
0.10459330969675396,-0.3352047561124164,-0.0664600936302575,0.36271343067908424,0.3889388524090441,-0.04002967379401076,v
-0.5743757694458269,0.14086322304107401,-0.17326347553569008,-0.25988994834934676,0.13801003881977983,-0.34501942974409844,v
0.7150362002675721,0.908339261887138,0.504461455004744,0.21031354443128394,-0.11258046294950395,-0.4855501612931833,v
-0.2921628561746275,0.6395790272973669,-0.1200565500880747,-0.24935929637906504,-0.025179983513338302,0.15596224650481808,v
0.42111022886036364,-0.0940674700451149,-0.07850168061572096,-0.33051129152745395,-0.10565177917659856,0.3569692759827931,v
-0.015193408433000582,-0.08976254200832705,0.04181269095456488,-0.1911403989292542,-0.5274895429614318,-0.1189822362056614,v
-0.8130420882394708,-0.07193733621746133,0.1119514668360154,0.2686421121385751,0.14414449293587736,0.009870161627731532,v
-0.4272330876701736,-0.4577010570022991,-0.08747628473656772,-0.3603203817561515,-0.4007832680138587,0.01859977040524805,v
-0.26320672146078156,-0.5614452712101968,-0.06747333456540922,-0.29347375609505033,0.15994336071636123,0.39988026761439444,v
