s11,s22,s33,s12,s13,s23,Rval,Type
1.0,0.0,0.0,0.0,0.0,0.0,0.0,v
1.012691333861244,0.04497723191808744,0.0,0.0,0.0,0.0,0.0,v
1.0048263939288957,0.11565357791816196,0.0,0.0,0.0,0.0,0.0,v
0.9701220725032945,0.21674454197561394,0.0,0.0,0.0,0.0,0.0,v
0.9134296973997291,0.33721088683724665,0.0,0.0,0.0,0.0,0.0,v
0.8458551117021627,0.45810875079774677,0.0,0.0,0.0,0.0,0.0,v
0.7798787535169585,0.5604397644761545,0.0,0.0,0.0,0.0,0.0,v
0.7244757357266052,0.6330011675923338,0.0,0.0,0.0,0.0,0.0,v
0.6802359257434433,0.6802359257434433,0.0,0.0,0.0,0.0,0.0,v
0.6802359257434433,0.6802359257434433,0.0,0.0,0.0,0.0,0.0,v
0.632990871939171,0.7235460834642617,0.0,0.0,0.0,0.0,0.0,v
0.5603764690320789,0.7738767514269437,0.0,0.0,0.0,0.0,0.0,v
0.45795127295010696,0.8298737959364946,0.0,0.0,0.0,0.0,0.0,v
0.33695121322052657,0.8843350906586878,0.0,0.0,0.0,0.0,0.0,v
0.2164212178922954,0.9278272974411373,0.0,0.0,0.0,0.0,0.0,v
0.11534683845841134,0.9523026471343726,0.0,0.0,0.0,0.0,0.0,v
0.04478587477826615,0.9547157204129119,0.0,0.0,0.0,0.0,0.0,v
0.0,0.9406402285963353,0.0,0.0,0.0,0.0,0.0,v
0.0,0.9406402285963353,0.0,0.0,0.0,0.0,0.0,v
-0.051128994182417745,0.9112868968856179,0.0,0.0,0.0,0.0,0.0,v
-0.1558873886976351,0.8292520424803076,0.0,0.0,0.0,0.0,0.0,v
-0.32293320346040416,0.6841237563831406,0.0,0.0,0.0,0.0,0.0,v
-0.5273562133847428,0.49735072233883976,0.0,0.0,0.0,0.0,0.0,v
-0.7277185353847837,0.3065653324135016,0.0,0.0,0.0,0.0,0.0,v
-0.8830952153756235,0.14990680257398542,0.0,0.0,0.0,0.0,0.0,v
